198665 1489
153250 97427 369047055
63660 110060 641784404
138772 110925 854234213
32041 146052 950985782
119902 81534 625304223
181967 139120 574740232
20575 10721 664498298
139910 132745 830285808
178671 95107 500531710
31257 45385 492431891
193706 38205 463373394
45911 139894 167830867
72304 10868 957107764
725 37567 782015988
23487 181148 272110297
60245 62249 441006250
147667 34018 251658471
66036 25943 533934824
84066 126328 77494145
54078 30938 341492428
106122 74752 903353907
174560 133202 414569258
180009 163687 208514900
3320 186909 960054049
137490 10934 470324601
17125 121579 872334775
172426 24219 599627341
193666 163914 816134664
96438 98785 296103756
47469 64671 870049519
30547 26348 831891320
41751 134383 281997482
149018 5761 778197490
113613 31564 589040923
21375 21744 811178731
54120 98161 800515906
509 4484 948411880
163802 97709 508613
24974 14216 622816077
106395 67692 567174212
117150 64860 398679753
162609 33071 324365006
107125 136014 738145910
161642 29100 545914996
109373 50388 618984798
117558 158930 659881766
140012 171479 741531091
89790 115438 890339186
12645 84645 792488858
106908 128434 241983272
97778 191285 967972788
130269 83705 139850665
11950 166377 408669015
56995 178578 505530748
80547 74945 121421348
90128 160696 160786799
51275 168738 340297002
187738 34143 691946547
128379 8731 782023867
36131 44658 590958381
122054 73660 484855104
132814 187445 143896620
113092 43057 279280292
118051 31077 963907967
105824 49031 525442973
147797 16777 747057129
55685 18272 494479768
194986 106425 251323003
180045 192376 344873482
155921 89338 231247099
79625 154090 701934269
134740 17941 824659328
179239 197401 95608293
92837 166801 503176624
48919 71054 24428594
5952 119921 757365681
90075 127691 463804815
97637 133992 685729066
12794 158070 337195536
8448 44642 112603516
20062 35834 446612159
95883 195407 571792022
17511 163784 198304857
57774 131651 915232232
179755 72269 78931118
148046 182791 216884362
100167 78635 789192327
52589 133125 695918833
125142 106727 38690704

