302 5377
4 268 2391
213 26 6550
92 14 4769
67 40 9720
2 49 4504
137 115 7307
133 138 5001
248 252 3839
119 145 3762
167 277 6299
131 31 5491
8 195 8789
231 96 9508
70 251 359
28 238 9712
62 77 5131
17 129 2875
168 277 1686
258 106 3433
41 90 657
282 292 483
37 218 2666
290 57 4125
301 294 8631
181 187 8719
182 137 3671
192 252 2720
232 250 2988
22 172 3558
72 214 5127
179 1 388
126 67 3652
28 242 1806
281 289 9429
187 135 7841
117 199 1527
177 264 7428
65 163 9398
28 64 5539
257 259 1526
76 270 8937
86 190 3286
6 85 6382
113 156 5890
276 11 8398
132 52 2105
80 34 5046
153 267 5081
87 281 6609
234 181 1432
131 137 9343
242 182 1533
34 183 3244
226 66 6164
262 8 1073
250 240 5366
294 259 4926
160 71 2942
119 267 3677
106 110 2958
66 47 3036
131 125 8694
15 179 8077
277 38 4854
112 259 8180
263 71 2577
232 204 9036
233 217 4393
255 8 8142
282 61 2300
204 154 8656
41 246 1006
12 126 2396
280 65 8434
302 23 5670
117 17 8803
143 65 5489
257 60 8920
199 54 3907
106 278 214
284 190 8708
238 146 6546
192 108 3410
96 172 1030
100 227 5789
134 238 344
109 192 5054
192 123 8309
199 65 6880
288 254 4402
134 85 4376
29 206 2673
264 25 7249
162 59 8226
285 26 5280
209 149 9445
274 206 9560
126 224 7681
65 12 7685
35 115 5080
110 204 3893
57 255 8906
114 190 2169
8 188 5572
167 257 7738
11 20 2362
84 24 2860
283 170 1938
199 30 1925
62 236 430
291 123 95
229 286 9783
25 85 3865
123 54 4812
28 177 3607
227 36 5304
244 284 971
230 272 898
241 46 1306
142 186 8145
252 152 2649
291 124 7666
245 290 1464
254 150 396
107 6 8967
209 88 4037
123 105 9235
207 199 6760
40 113 7091
33 290 5109
255 103 533
132 116 7996
229 139 7945
119 70 703
73 29 2598
181 60 416
261 200 3568
283 7 8267
119 162 2722
175 64 7059
119 238 6843
205 293 5589
197 132 8919
238 247 8682
116 159 4597
127 215 3362
193 77 9776
88 143 7937
146 113 5654
132 244 1410
59 79 832
293 198 5978
2 243 788
207 160 2462
283 153 2268
98 138 5679
134 172 7883
210 243 4940
114 178 7729
246 163 3315
222 165 8944
278 121 5659
273 221 8995
57 174 2176
67 27 2667
24 266 476
166 223 6993
53 273 5783
126 183 6615
148 161 9870
3 146 3554
79 214 3873
116 275 6221
42 108 2111
58 166 5356
161 19 319
7 262 6033
172 166 7448
20 290 7255
78 263 9729
167 183 5038
37 29 9772
189 227 5037
271 190 575
212 21 3633
272 300 9192
124 256 3434
36 12 8469
276 2 4974
167 217 8299
133 275 9312
205 165 1322
178 159 6707
190 254 8412
154 180 2099
269 241 4007
14 135 7305
291 177 2806
174 245 5174
178 301 4861
296 134 2502
34 269 2637
249 116 7645
269 21 1543
40 276 2370
153 125 8972
190 60 5153
234 193 3441
213 170 6033
287 190 873
105 270 9565
259 26 8385
205 120 751
194 175 520
251 210 7926
39 78 2175
23 117 8944
285 300 925
149 39 1770
182 251 1257
180 116 9200
266 197 492
18 198 1306
255 254 3741
69 171 5830
111 25 2730
121 171 1996
95 143 7102
158 199 755
138 174 4354
257 294 7889
201 91 3536
118 1 8799
70 170 7931
277 67 2083
120 116 3757
286 39 9084
231 274 2370
199 66 1805
296 119 9974
174 28 1635
34 94 6993
158 213 9745
286 297 1721
227 280 3066
200 55 7564
237 166 5039
288 253 9588
56 302 5847
34 73 4946
91 16 9317
122 121 4702
31 302 2117
221 145 9275
144 163 5197
52 100 1848
182 294 8287
299 271 9733
75 89 2399
210 52 9431
235 88 6725
171 166 1837
117 235 4996
167 19 2102
179 224 8555
72 242 8766
287 41 3928
142 1 7935
97 30 1295
58 23 8399
88 190 4408
180 40 370
76 260 6370
32 74 5903
58 34 5888
81 264 9526
256 261 6881
19 165 6966
19 22 4904
248 123 8421
246 139 5391
45 276 3680
40 121 1432
148 122 5979
56 157 4326
3 173 2493
115 179 9622
131 28 2506
109 22 7293
167 190 2360
200 154 6935
99 268 3563
188 195 2367
119 57 9723
220 101 1950
216 203 190
60 56 6207
269 163 3324
132 47 6457
275 260 2246
103 122 9250
224 250 9089
161 281 2994
273 24 1294
61 270 4575
25 59 7010
262 170 2047
60 35 9433
41 35 8203
148 71 4638
245 221 9024
139 263 6063
157 214 9082
139 275 8009
55 90 5795
132 156 451
30 16 5166
119 58 7080
61 225 1300
101 161 3314
10 23 3292
228 21 6263
222 248 8345
10 155 4322
250 48 335
191 60 7341
288 98 8912
214 193 4381
107 279 3390
79 65 6982
47 161 6875
67 77 1531
265 188 5033
102 65 4727
202 295 3498
208 163 5616
255 115 8525
100 50 7826
273 285 9018
44 155 1697
178 175 2097
292 201 8558
163 156 1626
197 49 100
259 36 1800
223 191 2592
93 89 3384
53 69 8810
220 178 1248
42 217 6176
190 130 5662
26 99 3517
284 33 6677
22 134 2361
274 254 3557
86 298 9813
49 35 8177
227 12 735
264 276 1909
204 236 3213
5 283 4544
47 178 6272
53 242 3287
199 223 2913
148 106 9390
240 49 9417
149 196 8629
18 165 9061
189 215 9188
157 55 4621
281 257 6557
232 148 7049
122 223 4916
133 288 4403
68 120 246
295 82 7958
142 77 1513
139 193 8995
273 224 2692
300 19 4542
157 108 3233
240 47 1203
209 91 11
74 60 2330
143 243 184
112 252 7057
126 36 3910
290 199 3612
55 194 5498
189 37 2719
235 182 2034
288 152 7047
201 200 6395
145 71 371
191 111 2832
277 208 7213
144 93 6684
270 79 1074
62 182 138
144 170 4621
150 122 854
130 113 6557
152 243 815
182 163 3986
65 236 1301
143 43 5943
140 228 5926
221 82 6441
137 181 2007
44 229 7512
100 88 7355
147 113 292
16 182 574
178 1 964
191 217 4984
180 53 4960
236 226 3390
278 45 1603
109 78 7258
183 33 8713
128 79 6740
163 93 4701
105 219 1150
54 270 4292
21 17 1802
145 147 7623
135 29 2444
105 273 9506
230 54 9946
231 275 2086
133 164 6707
222 161 6563
264 169 2606
23 268 4928
243 117 9260
12 157 8574
255 167 529
87 198 2585
200 220 89
171 73 8001
288 221 6638
78 84 1147
57 266 7956
11 194 3986
261 146 3254
280 302 7044
215 294 966
256 100 2634
159 122 3120
89 148 5067
58 168 5425
149 283 4363
41 73 519
248 80 4301
16 77 6407
179 222 4996
10 284 5396
67 134 1684
139 149 2906
209 226 4117
105 12 8620
145 191 136
291 242 7352
95 204 2997
57 110 9720
226 99 3761
37 181 1053
216 168 6518
282 71 1155
207 4 2608
122 2 25
239 213 9659
130 106 2675
65 137 3573
252 270 38
212 200 2191
231 181 3703
8 139 9290
144 61 730
264 129 7525
142 205 4528
186 53 7114
168 196 3417
159 102 9255
67 165 5244
48 69 7123
36 236 6407
192 80 8885
175 12 3494
160 210 2153
40 156 6683
119 62 3920
217 261 2589
214 99 1986
232 39 7101
55 44 4038
4 263 6591
236 126 8957
267 261 620
148 127 4381
150 187 6031
21 141 2627
250 233 8726
134 112 9208
71 9 9600
174 211 775
241 296 9000
85 168 1937
269 66 825
24 75 288
159 105 3263
133 163 2630
55 53 401
84 187 1623
90 249 6145
18 240 2586
121 217 7563
103 186 6748
144 227 9600
11 150 7966
216 254 5655
195 208 5740
65 126 8410
219 67 1463
58 147 8279
140 42 9204
30 120 2884
72 244 6544
185 108 17
64 67 3030
75 292 7860
268 217 5667
287 209 9917
165 151 7283
91 15 1517
112 281 9869
109 112 6871
226 64 1084
158 106 2586
31 25 667
52 242 8673
118 193 7217
268 258 5391
43 109 7529
294 14 2015
213 222 7338
278 157 4732
296 132 3490
8 291 6017
158 235 1277
81 132 3885
216 152 3442
150 8 9341
238 124 940
101 190 7964
284 15 6955
39 189 2116
97 123 358
269 88 24
78 198 2756
191 249 417
300 60 372
85 93 1899
85 148 8019
299 164 7186
297 300 2707
32 133 9540
172 103 3236
139 224 2945
55 300 6415
180 163 4920
200 59 8910
240 278 1744
91 255 1052
76 294 374
302 216 7036
103 300 8122
63 287 5686
60 68 3724
301 105 9272
273 192 397
274 171 3706
33 78 6367
242 41 6144
209 143 7676
224 174 7086
64 53 300
34 44 6356
192 12 9948
82 93 4543
200 180 10000
116 139 1009
5 285 3935
30 18 1827
168 82 3850
150 105 2834
55 68 5892
22 228 1591
89 41 4182
70 41 4201
159 82 5173
289 151 2714
101 72 7408
153 133 6235
162 232 1584
102 235 5129
244 292 7315
172 107 8336
106 66 7778
71 21 8569
181 248 1194
282 10 5060
78 65 4629
169 111 7450
142 99 6054
87 221 1164
7 8 432
39 68 8383
47 115 600
249 280 100
179 206 3920
130 125 3260
5 57 9665
277 114 6270
152 71 4983
249 67 3185
36 149 4107
180 151 9179
21 127 7022
159 72 875
196 59 5002
78 267 2457
3 43 2571
75 195 6827
297 13 2595
187 60 2896
288 140 4747
48 265 9389
262 69 473
64 297 577
187 124 7341
129 260 2497
267 187 9243
27 242 677
58 204 9603
197 121 6665
178 183 7081
31 188 3705
32 86 4540
189 247 3506
195 84 6532
98 231 7432
127 30 7358
67 56 395
27 35 9066
192 243 4948
141 267 8588
9 159 8846
289 280 288
82 255 3042
22 3 7716
265 64 8179
89 302 3664
263 98 317
66 117 1625
282 35 5435
214 198 8844
211 293 1101
141 113 264
15 147 3027
203 275 9621
9 251 1405
22 124 1968
204 249 6050
224 59 3223
1 190 7411
152 219 8535
297 26 3921
111 66 4321
216 58 123
125 289 1920
143 42 2635
282 99 8266
225 90 540
259 38 553
134 101 2201
203 229 1914
19 72 411
266 144 6359
244 150 3374
251 256 6630
211 75 1738
2 280 1920
103 144 2809
67 243 8113
296 125 1253
93 92 4442
185 20 2228
19 302 1461
8 257 8530
114 30 4632
192 206 8008
284 227 2415
281 204 7136
268 210 552
88 241 8241
123 161 2462
211 263 6796
185 51 3673
235 114 3015
85 216 6739
244 50 3364
134 291 6871
206 57 9575
294 30 4327
289 162 4669
286 109 8665
277 115 9624
276 285 3944
283 21 5317
113 198 6030
252 165 9583
131 66 4268
19 120 5727
205 246 6341
61 217 4448
91 231 6629
292 87 7763
268 34 2145
214 18 9587
229 210 4939
38 237 3021
131 122 4670
113 129 3851
65 118 5148
113 223 8157
167 164 2884
67 274 7864
62 174 4126
111 186 7560
166 87 3160
33 297 4080
269 215 4502
214 153 4545
289 216 9088
90 173 8043
187 247 979
213 186 346
149 137 1607
32 117 7898
59 15 1397
20 41 9679
211 148 3300
182 190 7658
279 147 499
288 216 8451
51 125 7243
139 20 7587
229 55 685
238 57 265
168 214 9104
189 111 531
74 299 596
152 23 689
213 183 9990
202 78 4414
20 176 9196
80 168 3508
109 154 2304
163 112 4458
94 23 8283
228 30 8574
170 207 8470
72 93 2884
276 12 8209
259 132 4781
273 152 979
74 117 9748
39 1 2520
121 267 12
190 297 5157
218 115 6995
289 172 5118
69 233 6286
45 58 3277
69 101 7455
245 251 3910
188 82 9735
32 145 8119
166 173 6146
183 63 6408
131 248 1722
161 258 5252
227 206 3569
247 54 4158
194 269 6967
178 268 3833
76 255 5224
211 230 7467
99 144 4021
266 215 3687
179 157 5657
65 21 4811
4 230 9507
146 46 7410
123 243 1473
197 136 2436
220 48 5321
240 73 2254
92 187 3408
296 39 792
90 35 7982
66 184 2882
172 56 5559
217 28 6184
89 49 2895
261 184 9202
218 285 4846
26 187 3702
242 7 7842
92 135 8024
268 160 9679
259 250 9302
213 197 7999
222 157 2941
202 299 3882
69 19 6510
157 48 1363
223 84 2879
38 48 882
70 190 5038
155 273 5963
36 114 705
117 87 9567
250 181 3852
124 246 6144
203 169 4240
280 71 5881
42 302 3281
85 95 6649
64 73 3732
240 206 2451
38 227 6444
65 279 8122
54 100 8906
50 281 8629
39 151 5239
91 29 2045
122 27 7512
92 70 1207
261 158 3337
240 13 8866
28 181 4
209 239 6789
283 77 3526
20 201 2810
94 175 4486
149 22 4859
33 121 5239
300 126 8877
99 112 8039
10 256 8357
150 178 3329
75 145 8812
48 5 9312
114 113 3433
149 247 8381
233 37 6383
168 240 662
200 282 9624
226 3 7634
257 165 8980
95 107 529
122 274 2325
244 34 3528
71 296 6822
85 200 6122
142 281 101
58 110 4781
39 38 4650
92 148 1564
105 35 8635
110 266 5630
165 111 1440
76 173 3782
77 300 165
261 57 7795
253 162 1128
88 84 5165
70 64 9961
107 114 6672
274 49 8464
17 87 2544
165 34 6958
36 57 2861
218 103 6469
24 59 3064
217 206 2053
160 93 3123
204 61 9249
249 86 4515
134 236 3955
6 171 3574
268 95 7202
54 120 7801
293 144 5409
279 72 8800
8 285 1079
89 159 9762
57 184 3934
268 231 567
229 54 1002
10 214 3498
159 254 1987
154 258 8072
201 181 9760
42 41 461
147 248 5719
191 153 8007
68 151 9482
181 49 3193
3 169 457
237 36 2558
185 279 6638
253 156 2357
72 100 169
64 295 3656
23 124 4402
292 37 4824
260 177 3744
245 181 803
34 184 5474
197 216 4117
93 171 52
248 204 3054
187 170 6588
59 121 7130
37 158 2863
18 244 2167
123 265 2946
71 203 9076
26 103 3586
200 134 7268
214 266 2018
159 161 7598
270 169 2225
103 223 8814
31 243 3387
119 152 2196
182 78 1166
129 165 7761
150 62 7861
213 103 7965
155 227 9283
158 253 82
16 128 6386
14 21 3678
134 195 153
176 123 7568
144 154 11
181 176 2802
206 61 5420
248 301 7903
105 18 8838
198 92 1866
241 122 6742
260 25 8578
262 196 2329
44 179 1956
141 156 6048
264 300 8912
143 295 8015
296 169 4571
166 278 5076
274 17 8739
222 299 7273
192 185 4805
26 188 3993
8 63 5401
302 58 4230
152 190 4879
107 7 5077
117 22 8285
82 234 2631
301 242 2045
201 245 6937
235 223 7326
144 168 56
148 285 3397
7 100 1453
150 109 5334
24 257 6226
192 141 7956
279 269 7368
84 56 2087
39 289 4834
266 91 9543
154 128 2323
266 170 4957
25 117 3461
144 101 3773
282 255 3356
143 172 1693
92 239 9907
76 264 5827
245 65 5555
198 251 139
117 194 9033
27 177 8215
92 89 7713
186 284 4726
24 93 7698
94 169 8681
44 299 6433
35 294 1355
190 259 9233
78 40 9161
182 180 7542
123 39 8528
221 259 2044
167 63 3744
227 40 4349
161 110 4257
205 17 6033
110 274 7338
195 13 9612
11 210 4425
260 83 4918
25 126 920
88 274 5116
173 249 8661
112 217 5401
221 52 5024
85 114 3125
269 67 3206
86 280 1119
52 295 4187
34 60 5840
269 1 2580
26 79 4996
208 71 5763
21 201 1441
44 186 8660
246 184 559
171 110 9424
181 71 9294
81 287 6618
277 157 1272
225 99 7881
57 212 9724
169 180 3345
126 238 4871
31 182 2743
82 121 6685
160 224 5070
284 42 3029
27 232 9318
149 265 1477
39 58 566
272 77 7519
42 49 5990
297 247 3360
65 15 7416
262 3 6415
6 21 2887
107 182 8495
111 124 1354
128 144 1540
227 80 5058
274 78 9247
295 114 7859
29 238 5985
35 80 4807
279 66 5832
182 15 4279
31 176 411
189 78 6921
136 47 1852
33 142 6224
246 20 8170
247 61 8394
274 40 4334
90 191 5611
247 264 986
66 178 2875
75 174 942
31 4 8231
265 2 3495
241 294 6638
149 232 8012
103 237 3675
92 73 9995
75 230 5374
289 18 484
232 269 4095
74 83 5142
8 154 6544
11 258 1094
265 263 6184
191 29 7989
200 206 6659
159 257 2185
270 157 9086
255 170 8318
246 187 3716
128 115 6613
245 42 1919
74 227 9454
19 70 9655
247 26 3401
112 220 6288
300 33 7795
219 245 503
220 270 3618
262 272 5261
119 27 2044
203 267 56
299 81 1674
200 283 4427
256 180 4788
255 239 1930
169 217 5323
59 21 2278
105 234 7480
244 83 684
149 116 8295
141 278 733
76 285 4776
119 278 864
208 245 3993
15 110 8664
211 299 5382
116 148 1875
99 55 2552
100 225 9548
41 205 6477
253 109 5099
191 279 4546
3 116 1140
188 9 1779
78 104 7934
7 59 5927
286 36 7895
99 41 9330
72 154 4966
219 46 886
220 123 2088
143 104 2630
68 57 1444
153 244 5543
225 106 8142
78 230 6317
252 116 4248
283 279 9947
178 21 7597
272 156 1981
271 111 1899
202 22 2962
110 175 6923
78 61 4540
275 189 1899
283 13 2848
272 52 2138
37 81 2381
142 121 6410
172 105 3422
125 166 4400
113 204 2256
209 250 2426
210 240 917
219 205 6695
106 64 746
205 116 6133
43 193 2602
290 300 3560
294 121 3379
113 115 2606
296 287 3519
44 117 1316
171 118 4996
265 81 8538
301 262 2552
55 50 7909
25 137 6282
35 91 1621
248 275 8052
8 252 4096
106 206 235
93 60 8009
189 19 1045
212 2 9579
37 220 9533
239 9 8302
139 255 6835
299 1 2613
102 255 5278
186 261 1402
193 178 2774
246 85 1712
210 43 8398
200 198 1340
105 95 4112
241 9 2706
143 135 1616
274 141 7034
123 66 3869
186 196 8216
235 243 5347
137 209 9190
271 44 4370
138 294 7959
248 81 9950
261 289 1021
41 170 1029
144 164 203
219 157 6000
18 275 7413
197 44 9418
207 247 3060
65 84 5148
269 214 6545
287 184 3193
295 231 5097
93 67 6661
179 142 52
199 252 8675
75 263 265
150 231 3702
179 218 801
292 168 1493
60 44 4149
100 102 2322
65 35 2350
212 183 1212
115 175 8634
52 285 2731
27 215 2047
77 166 185
198 282 1252
255 154 5542
291 111 8258
257 140 7121
283 177 8586
300 16 1927
191 184 1305
289 84 4025
272 50 6849
157 59 4075
239 178 2351
131 235 5720
54 239 8864
268 137 5469
242 158 3498
168 35 7446
5 274 2944
251 214 4047
239 206 2884
282 147 4416
36 147 8143
212 92 7302
179 151 1405
33 53 1279
23 59 4360
62 48 2499
278 90 1697
213 164 8698
284 169 3522
82 122 9781
271 255 2111
281 283 4886
246 42 9172
187 9 3179
19 202 2286
240 199 6253
200 87 3176
40 148 2606
228 129 8169
183 37 6198
107 11 8527
191 207 7052
82 259 7088
125 134 2161
242 8 7681
132 145 4999
162 133 5651
289 226 6820
4 220 9003
54 22 3237
254 156 442
225 295 4251
4 93 3864
222 89 9859
243 203 3334
134 4 8741
181 298 1891
121 156 9759
216 95 6198
200 208 6799
167 215 6333
38 208 9759
172 169 8022
2 14 4063
228 108 3180
202 80 1057
237 89 3044
128 26 4951
29 48 5037
189 250 872
289 6 5393
276 179 1825
14 70 8320
70 219 917
3 190 390
282 134 726
79 8 5986
199 275 9050
2 45 6830
96 299 3668
209 178 7836
75 173 7504
206 291 5388
49 276 2301
66 220 768
298 33 6209
106 296 4644
104 267 2390
36 194 6801
191 12 5755
290 234 9996
45 139 2996
38 198 841
160 24 2241
219 171 1434
221 188 9075
85 96 1918
234 24 7007
173 220 1893
283 34 1645
18 28 5289
142 45 6799
219 256 2006
145 237 5370
145 162 9819
88 68 2232
113 265 7546
162 277 288
179 57 4142
131 16 4949
160 222 8835
2 56 6052
239 21 594
54 84 3680
250 265 7274
126 171 3357
24 90 8464
189 279 1881
111 221 4897
26 169 7330
72 115 8926
2 63 4067
240 228 5351
192 279 1878
110 150 8628
190 294 4172
191 185 5026
200 155 6582
25 18 8147
127 20 3003
285 59 7974
21 254 3134
237 301 5608
91 57 4326
164 204 3123
22 34 7885
121 264 878
254 8 6808
241 291 3011
289 174 9069
298 297 3903
69 109 8904
207 232 9349
204 74 9553
12 129 5578
235 212 8209
272 177 9767
173 8 5487
188 247 2817
136 39 3393
184 177 4413
228 286 9112
243 241 5994
21 61 4245
270 65 9448
257 139 6293
217 164 8952
67 135 6333
25 261 9037
16 32 8055
23 7 8282
3 49 9744
109 50 2348
45 84 9904
74 133 9229
195 61 6823
189 292 4515
185 223 250
300 141 1846
165 106 4865
254 60 671
169 45 2039
182 165 6007
61 280 8563
147 32 3491
286 25 6705
63 68 2533
44 104 6184
50 127 6890
148 280 1797
40 37 7574
112 67 553
92 139 4114
270 42 8538
151 128 5487
222 62 2522
281 228 5770
276 24 719
49 155 6468
234 52 6075
205 160 999
68 19 7545
121 39 9205
278 223 328
266 128 7822
224 154 9009
255 186 6189
251 40 9942
287 28 7784
150 238 7471
83 89 5482
3 129 2129
200 296 7555
16 256 7126
28 259 2590
155 191 5285
180 71 9948
274 55 1467
131 82 4798
3 99 263
69 105 3280
158 48 3957
240 180 9386
251 76 8784
91 279 537
302 76 4158
90 178 2646
171 155 3822
44 71 2636
165 79 8281
301 142 9600
215 214 198
288 271 5660
166 295 5147
74 76 937
138 178 3540
241 131 322
117 171 92
212 127 866
291 69 1995
99 15 7930
288 301 8588
277 22 2791
69 161 6958
108 118 7021
22 93 5118
244 84 7212
82 87 967
129 151 1949
65 10 9495
280 135 3392
173 82 1383
269 61 7658
76 90 384
276 287 4525
77 275 7193
186 105 8061
201 143 5041
123 271 3942
24 282 5353
142 31 2278
63 133 979
260 73 5888
151 120 9016
77 285 8040
196 256 6608
38 272 7820
106 288 3185
39 94 5610
269 210 4540
276 194 5811
51 233 5473
113 20 5927
288 56 7755
76 94 8599
164 137 4287
126 101 4638
240 174 1623
302 24 5531
234 194 7678
296 90 9034
284 172 8443
46 137 3047
207 298 4405
123 273 6159
136 294 6072
80 5 2663
283 66 443
17 211 9808
217 6 9027
78 220 6336
6 295 5327
205 83 1809
178 158 7161
237 59 264
18 159 9706
3 271 3370
16 66 9771
215 166 2108
287 265 7224
81 178 114
290 216 102
189 230 7507
94 118 559
95 117 899
230 288 400
120 227 3952
280 253 9666
77 169 9401
163 253 9868
35 116 4191
41 152 777
110 185 5675
6 225 108
241 293 9290
187 233 6750
155 4 2069
274 262 1359
200 90 7229
103 72 2387
53 97 275
7 91 9463
249 8 6966
271 169 5900
278 69 1657
155 168 5825
119 167 1361
9 116 1770
41 203 3616
211 212 4887
290 112 6914
219 44 4058
66 219 5388
61 139 2028
22 189 1770
63 213 5695
196 254 7869
34 211 1588
16 98 1218
221 23 6283
204 50 3170
264 53 847
113 17 842
108 159 9640
102 207 1940
46 44 9281
190 227 2186
157 5 9159
158 170 1230
196 165 9078
81 98 1898
43 235 5484
107 198 2193
227 83 285
47 282 2985
61 246 2723
1 244 808
117 82 9625
47 20 2283
239 41 2580
68 163 9687
274 106 6172
44 113 9605
22 27 7081
58 56 7242
89 266 9603
179 93 4555
179 80 2645
73 96 172
150 140 140
250 206 3404
167 144 3166
110 13 9267
272 65 8289
111 281 7073
124 261 711
181 191 959
2 183 6507
171 20 6159
216 262 2225
61 123 4356
71 291 9847
245 182 194
84 145 5270
255 298 3029
97 70 1648
268 39 3316
148 237 9077
211 126 6182
99 194 6997
253 227 7979
120 69 7129
290 88 3101
187 21 1254
50 87 6051
187 80 6325
231 235 3153
43 264 889
276 208 2806
159 243 4454
281 71 6008
116 98 7431
220 167 1406
111 139 3181
239 207 5182
32 240 2322
79 25 6738
121 204 8153
278 120 8721
112 232 4518
264 66 1960
136 60 3533
171 193 2214
104 227 3154
150 217 266
240 124 5626
77 184 1180
176 253 9352
211 199 1511
85 64 1456
79 2 9273
192 70 4153
233 30 6996
29 147 9881
264 50 5499
83 32 9637
137 27 191
198 155 456
197 151 5417
100 224 9599
144 51 873
123 63 8310
23 30 1538
300 112 8011
108 175 7335
75 90 4116
59 279 3806
185 17 5813
163 282 6369
243 29 40
140 24 7878
246 175 5310
56 89 5170
12 259 2699
5 197 5402
269 296 2252
125 192 245
222 60 5611
217 91 8144
148 182 96
5 284 3178
275 99 2165
61 253 9130
292 135 5965
195 275 7746
171 17 2179
53 12 9890
89 50 7822
278 167 2545
234 297 8107
211 296 7120
296 203 4176
101 37 4237
64 215 8863
86 153 7468
280 208 3829
35 62 889
254 296 4842
60 27 6862
227 256 388
164 271 4482
5 24 7335
139 109 3075
85 84 5058
237 256 405
281 232 5095
276 116 577
129 272 7502
76 17 1777
252 191 2783
147 70 7936
79 203 4848
271 195 4179
126 16 9339
34 166 8867
72 35 3296
4 122 8451
49 30 1518
234 32 7156
170 275 6313
84 228 580
273 184 354
225 148 4231
149 253 4079
237 204 4089
200 146 5093
273 301 9378
150 111 6093
259 174 6339
146 120 7108
287 16 9840
142 66 340
166 277 579
208 256 4087
135 47 2048
82 224 348
259 205 6517
181 98 2787
273 161 65
58 100 3423
97 141 2776
235 147 6767
111 196 6614
259 39 91
114 215 790
146 130 1560
14 153 8142
249 225 217
245 55 5002
196 48 1591
274 228 8064
189 138 5963
280 99 8984
137 143 414
71 190 3179
90 124 8322
301 246 9290
49 196 3891
96 300 8335
64 15 9821
275 28 2602
214 26 549
218 4 2327
204 231 1012
79 33 9735
139 153 8087
66 17 6495
61 37 8928
150 241 8324
121 2 3243
260 90 2621
31 279 6822
193 279 6462
278 245 2701
89 42 7507
15 173 5838
129 270 4989
127 116 8706
59 2 6457
276 178 8660
83 214 1679
102 219 3095
241 214 6222
179 61 8536
48 217 1878
169 149 143
281 282 2732
51 285 6512
124 42 4463
11 135 4346
198 276 2673
226 105 5289
78 172 7099
245 96 5035
59 148 681
90 68 2613
115 80 9641
16 152 5465
166 203 3891
105 138 2467
205 115 5077
191 209 4366
161 291 4121
25 298 6928
125 288 5181
109 180 4391
6 95 8823
209 85 5082
147 52 7305
62 221 6380
270 165 7220
36 80 8562
193 116 9039
125 93 3590
95 229 7541
173 177 6619
108 95 445
270 202 652
108 13 7526
187 81 9308
229 168 790
52 57 6582
217 171 7787
216 31 5657
263 251 2316
120 174 656
34 262 5451
47 129 7077
31 158 6027
242 21 5200
175 184 6355
227 302 6634
282 270 633
206 153 9975
155 268 5280
92 213 1229
90 142 7385
121 276 4072
234 78 9898
240 148 2081
15 188 7523
92 146 2565
232 193 9465
218 204 9034
183 258 4755
65 205 4795
252 219 8906
283 11 789
66 103 1880
46 129 2108
139 29 5113
23 98 11
62 224 3367
202 121 7531
298 36 3919
17 73 3635
236 141 8999
40 208 6371
158 116 5753
115 230 6538
208 70 9797
124 3 9537
46 37 1644
99 7 5603
145 245 1388
241 213 9133
257 113 1096
129 261 5096
166 183 8862
248 281 1850
154 101 7188
131 21 3610
40 138 4248
125 293 4605
22 274 5131
50 142 986
247 224 6433
26 218 936
52 255 8520
16 71 4470
126 168 5363
30 245 7916
51 92 744
302 116 904
258 136 1587
25 186 7875
92 181 9991
268 62 5210
269 272 5397
215 35 2155
280 202 2101
253 205 3100
255 168 7036
4 269 6492
236 268 8404
163 14 9868
189 286 4149
210 63 5260
36 167 3811
237 129 619
218 195 508
214 191 4995
286 150 474
150 213 7112
235 23 5222
3 181 8896
300 3 7992
186 276 9702
292 153 5077
160 82 4935
173 238 2021
152 262 5433
50 209 6562
198 148 6729
161 276 8643
70 52 3430
30 112 5485
166 43 293
186 80 5354
140 116 9803
241 6 797
242 152 8726
299 257 6313
52 293 7820
198 260 3162
62 291 4237
95 256 4225
104 19 2275
288 190 9071
149 173 2283
233 213 5099
205 4 4581
128 122 8058
259 191 4923
61 65 6127
239 50 8009
19 195 4478
271 77 8135
301 276 6135
244 137 3123
65 271 8166
268 162 8069
247 135 1453
247 63 6945
137 173 4127
161 298 7490
234 275 8197
127 12 1314
164 285 2256
42 236 6214
292 290 9539
121 218 404
245 282 8273
151 302 8137
187 157 734
208 173 6248
129 2 8600
162 214 601
232 199 8367
167 263 8688
250 66 2171
9 264 1570
83 143 5349
281 68 463
212 266 8656
9 195 3738
218 278 9807
171 282 5446
25 249 1302
262 172 4990
103 112 6110
68 145 556
153 71 3568
234 236 9348
274 213 7588
138 85 1313
91 213 5511
217 235 307
74 38 3059
222 245 9447
269 77 2660
283 173 8285
137 241 6695
57 199 5367
294 213 5134
17 290 9657
222 192 9603
57 169 9796
43 161 1060
208 104 5473
180 97 7059
163 72 6974
153 109 7476
6 23 804
229 132 1414
99 126 7376
248 169 4327
60 8 8496
163 64 8432
165 2 3765
272 213 4802
117 185 1804
200 45 4773
132 224 8172
238 267 7344
147 134 5434
35 214 695
94 191 4956
261 174 834
287 75 7965
29 46 4862
110 17 1372
270 26 312
2 110 6117
182 26 9836
33 156 9850
24 214 4212
283 52 1274
32 153 9745
83 105 3959
143 15 2559
39 176 7694
241 64 4502
299 8 9203
107 301 6827
71 256 2784
60 6 1287
234 293 5461
179 286 8786
82 207 9773
116 299 2576
280 142 1688
65 262 3958
