328 16652
148 66 50911
80 171 75576
107 314 49857
227 286 54733
310 83 39427
324 82 73537
71 62 78609
36 48 43561
138 276 1056
156 208 83177
206 33 59621
311 171 72601
105 323 21836
299 259 49441
13 73 94921
300 232 32631
42 57 76506
237 176 88675
200 322 66592
69 212 56680
70 22 82854
51 49 28855
274 156 77551
96 6 11204
185 234 52310
84 69 56840
300 24 76836
58 121 9350
328 225 45775
229 198 89992
289 317 93198
256 316 18795
159 316 10843
180 128 97430
123 18 24412
41 197 81343
311 254 28699
82 265 54565
117 240 42989
182 132 25154
265 238 16846
15 135 16917
2 83 74986
167 219 18797
16 88 5369
203 298 47211
212 48 78153
140 258 16256
284 166 79762
96 308 71024
41 213 36686
307 42 96812
201 220 23487
293 236 64236
48 166 38269
214 198 95115
36 180 60654
139 226 21404
275 210 58035
194 40 40957
164 143 9571
15 324 39126
112 193 25309
74 175 72326
20 205 47373
119 118 28542
48 181 96825
315 55 87762
62 251 39542
11 37 99196
99 157 80332
260 2 48412
265 70 62773
305 282 27944
166 162 61314
11 248 2128
206 178 65607
39 43 43018
256 83 96050
111 239 51088
297 146 39479
270 325 84123
276 95 7792
301 45 86168
131 25 72485
171 74 1226
69 112 99824
284 85 55227
288 327 85585
8 80 30524
112 4 56545
192 253 71245
194 213 48963
48 82 63522
39 58 93873
321 283 21189
286 203 68108
235 95 61543
3 41 50213
206 175 94305
163 219 42020
64 136 63150
85 299 73380
273 197 56387
82 23 33524
157 85 76608
288 107 49573
108 42 70371
74 254 67453
260 80 5588
272 204 3827
150 44 74804
77 213 45048
275 65 24425
112 248 81311
161 25 51896
192 321 41556
66 214 29594
80 129 21053
265 57 38373
11 187 99609
106 156 3595
155 216 13579
282 78 11973
170 219 77441
147 300 60303
252 218 61293
32 66 24839
218 173 41339
95 135 47602
177 94 74877
226 5 70089
191 118 55732
223 80 45293
214 166 10968
216 129 44352
90 251 67996
95 53 42444
24 249 93727
38 43 36349
42 134 25504
94 149 99349
196 208 19911
307 241 60875
41 273 57248
242 106 88118
112 226 72280
259 147 28149
176 158 135
188 128 37092
175 42 97259
150 182 64315
164 314 24864
62 43 57716
18 157 45599
202 249 78116
13 137 15699
69 60 70326
122 3 74677
26 313 48332
110 116 36068
47 242 35170
3 254 45939
321 93 6557
50 255 90560
173 221 78404
322 315 89945
4 210 4737
236 238 17245
223 243 77160
220 299 96663
142 178 14973
104 248 77274
207 122 90433
90 33 1065
236 84 19390
111 298 34572
322 64 27543
293 71 14053
229 104 49438
208 232 63299
139 276 48107
281 172 30143
281 206 98473
44 304 32323
191 296 64429
63 146 82987
9 165 76569
56 326 33517
295 182 90251
256 38 47581
224 10 73075
230 300 77080
238 10 13159
21 94 74685
78 107 18555
32 122 91563
101 1 14305
118 302 27778
129 127 64065
118 319 35086
232 28 49753
19 196 76842
125 139 76862
118 40 74604
221 165 88115
92 117 18593
90 101 22963
284 56 92232
99 148 90402
15 43 38454
312 82 82600
45 89 47569
12 282 28973
184 51 18838
41 4 76983
30 216 57865
48 256 91099
282 2 64609
15 128 27599
318 184 85296
307 264 77580
92 4 33397
198 193 71148
325 26 96
328 111 73927
209 172 76671
235 122 55962
230 84 83706
45 178 32862
158 121 15197
303 217 63716
23 32 40072
30 263 52077
323 33 23904
137 315 61249
274 72 67737
203 260 89156
30 238 48569
226 307 26514
228 22 77564
110 209 22841
219 12 61878
80 39 45594
76 183 26177
145 267 47628
37 138 75895
83 187 58741
165 96 69485
290 212 47021
88 23 74292
201 222 14920
111 231 71533
295 160 25659
291 305 58945
256 249 81367
249 265 92416
281 143 66350
1 204 97032
315 71 12624
68 104 30515
317 169 69533
239 199 10890
167 208 34278
32 226 39697
189 212 26646
229 215 89695
53 82 54266
209 124 85894
93 49 84142
49 168 90869
12 20 43928
281 263 30203
102 179 75900
246 163 89699
256 237 34041
13 191 63674
20 230 11830
246 21 13040
164 167 82746
205 131 11753
111 209 35152
193 117 87504
235 205 74717
114 9 89409
303 225 66311
33 48 5777
310 47 69529
37 16 57937
4 250 45157
320 152 66487
129 166 6027
200 315 53094
94 232 40249
45 309 78379
66 61 73019
178 182 86591
161 303 44719
257 111 45242
69 168 59911
248 20 81254
68 2 37939
25 128 80512
86 156 11478
134 67 27353
178 280 98050
48 313 43917
200 54 16342
59 31 95353
141 323 83588
271 295 33319
159 254 40716
107 24 53674
55 282 63804
318 205 30587
151 102 48438
276 178 46721
223 43 56246
156 90 42974
78 24 46309
153 285 69722
301 52 70766
144 143 25353
16 251 55666
18 82 21371
11 94 65374
67 283 19632
58 143 45512
290 265 16723
225 207 25917
54 199 79297
218 208 81960
184 83 8999
16 159 53525
286 20 62311
174 24 67733
146 298 52735
143 27 56848
145 152 16179
268 199 25834
258 229 37146
315 271 49624
142 53 70619
274 102 84695
168 323 57353
117 236 48333
312 302 72719
3 211 94853
308 274 23226
198 321 75995
280 264 9192
137 256 45281
77 19 84850
165 177 33914
195 52 38597
289 293 4404
244 236 11267
53 70 33822
149 110 55062
54 40 35435
27 25 12952
295 169 20583
75 153 27165
130 323 45477
25 65 26915
282 14 2959
249 56 13300
224 237 55310
276 99 59692
299 174 94777
107 277 29760
63 318 77680
197 301 17801
322 29 26960
115 50 78305
237 82 69670
219 45 47080
39 142 70591
7 10 40363
297 138 92813
148 111 98658
177 290 44807
199 269 72718
218 44 219
180 277 80780
152 314 89023
3 253 38111
286 29 52930
95 268 55674
81 232 89616
200 174 79755
260 164 38120
50 208 63096
28 266 75829
150 259 77086
185 48 64005
224 25 63051
270 195 52079
109 201 67171
321 118 36769
31 18 17720
244 63 57015
154 293 87607
105 21 25834
237 227 62277
275 215 46388
1 96 75810
114 74 72291
101 161 46072
200 75 47893
75 66 20438
17 153 88056
320 217 93763
50 124 26041
81 286 39626
193 107 21349
201 217 96349
134 13 96373
81 85 77729
60 192 70927
311 177 11241
115 181 10323
79 114 60713
172 74 11549
240 156 45505
312 120 21914
277 118 87854
247 214 29149
260 253 5915
311 318 70666
142 288 26333
189 246 25690
78 186 41781
149 234 17744
282 133 98097
127 159 41569
38 36 88523
223 161 62821
77 134 43994
150 206 85006
296 107 6236
324 72 71733
205 183 8312
276 60 82420
216 51 25299
193 120 41431
303 154 1358
84 313 97633
138 309 92623
69 135 95106
175 164 60898
94 34 16250
145 225 75678
305 257 75729
251 76 8855
204 256 40426
306 58 19008
8 31 29480
281 45 87989
174 17 19033
177 13 66181
1 46 51773
177 326 42769
254 83 30117
261 225 3094
294 210 64840
119 71 62017
326 35 56720
153 227 13017
84 229 75525
237 198 32259
15 9 67649
252 301 44856
225 115 66186
161 319 17984
309 163 59475
10 3 46263
313 150 41539
112 54 77882
268 225 19675
188 204 1023
203 315 48772
34 23 46918
116 129 84638
193 146 26930
268 62 66882
183 186 7808
137 11 65109
184 179 80567
271 224 36125
134 115 66732
195 282 8585
42 300 72274
127 271 15283
243 167 4861
113 216 86777
227 126 51549
294 167 5615
83 201 34268
299 84 54029
100 191 84725
224 205 31857
73 161 82164
80 264 31008
10 227 32871
170 130 49068
313 312 69851
182 78 77631
230 276 82548
290 52 67181
235 175 99155
233 30 95288
173 139 58824
263 45 7723
119 96 48521
69 86 46164
249 187 66516
19 274 65306
326 175 54993
62 187 61530
55 227 51511
119 317 52072
27 24 86253
17 21 80159
21 265 40216
162 106 25428
51 327 18102
112 5 1710
245 169 96254
194 38 39094
32 110 65111
270 193 32782
238 24 18507
147 283 75514
248 220 28842
308 304 12433
163 262 32013
204 313 36734
304 127 86967
91 198 47270
283 157 22876
247 271 54513
321 75 99356
35 241 92356
83 191 36119
43 321 4711
286 133 31890
29 194 58879
227 110 76594
29 35 38410
246 140 59748
73 89 48290
205 289 74562
195 136 16157
310 255 99984
92 307 10619
81 289 28866
92 265 85805
186 26 36673
38 17 55261
35 62 91164
71 268 74192
283 237 90689
256 90 56935
271 321 85362
65 303 61514
170 310 9923
117 148 98277
202 13 75641
132 86 46394
273 34 86627
139 310 60873
259 255 37787
282 150 10551
19 75 48563
220 207 34844
45 56 50168
186 91 58074
277 127 14410
56 169 65649
146 151 76687
281 169 69612
195 51 42993
272 282 35787
253 53 59810
12 68 36972
7 98 38316
184 251 41670
240 108 73368
21 29 81487
104 46 77014
189 260 7360
53 153 38915
119 212 75798
180 4 3693
136 280 42710
251 178 61446
63 208 92161
191 260 78229
163 252 28887
237 191 34116
178 212 14881
69 283 56337
63 243 33809
121 316 77821
2 58 8628
172 2 86765
313 257 97196
36 76 73499
85 253 90569
131 299 58689
148 26 62054
95 327 23032
259 228 87847
284 105 6413
161 238 18330
248 120 39571
261 105 22272
289 70 75608
62 12 24452
284 10 81937
282 304 48967
113 301 99330
44 57 93182
257 205 9422
164 49 54615
89 142 5278
171 256 55603
283 179 58069
307 19 86309
137 71 23112
242 200 34040
192 173 32625
115 283 81924
258 115 89733
139 52 81318
326 225 66940
79 263 61736
22 255 79891
77 286 31645
133 266 20252
327 211 9688
57 293 92953
300 115 90978
277 70 75520
304 65 19927
171 263 76722
73 240 10092
262 72 26774
54 77 83258
127 26 3917
292 135 35912
83 105 85690
109 9 21736
36 101 51808
102 21 65692
294 317 84830
35 90 12077
181 134 31446
45 174 93652
99 91 97479
200 77 5500
172 230 2162
326 242 78235
306 267 74968
49 223 4553
268 27 99112
62 83 75280
231 71 35617
232 241 94794
237 64 57953
32 65 63810
96 132 76038
250 199 15704
35 116 40286
174 187 97335
220 209 77053
236 17 57660
284 148 696
119 240 94422
154 22 76677
316 15 3475
140 185 28882
79 193 54256
95 51 21595
10 251 75050
165 145 44113
293 47 76991
273 249 53815
73 17 27756
323 43 16222
283 84 62870
113 45 74766
169 192 97370
131 124 90981
287 239 71718
239 311 51056
2 207 42253
269 313 34740
209 257 87297
77 253 19220
41 280 4319
169 70 86396
56 223 99774
70 119 17207
206 146 25409
121 68 43633
287 4 32977
58 300 61174
255 273 86717
237 113 94379
265 195 18921
47 64 48587
102 27 50334
25 144 52572
212 224 57455
242 243 11696
25 43 35963
103 43 65041
158 295 31358
90 63 33120
301 190 41539
227 29 96624
145 34 56826
221 49 60901
23 300 5420
328 163 59150
120 146 29893
311 76 56779
33 17 95816
202 287 86770
68 20 86921
137 234 85321
314 196 39473
100 252 4120
185 297 10992
40 312 11221
28 288 66142
180 271 65023
220 305 41550
326 143 49248
225 186 58395
50 45 37192
103 145 56507
16 266 1400
120 109 73517
323 313 48762
263 140 73955
53 146 12309
215 260 49354
186 111 45598
294 278 86320
97 71 38517
183 149 73453
91 136 55241
122 296 49605
259 235 4551
315 280 1031
309 54 93223
132 30 33672
315 97 68814
157 219 66734
28 74 23835
146 74 12570
146 59 46229
211 191 11345
194 53 27365
15 26 35570
18 275 12924
121 91 55486
22 305 72168
83 69 79920
15 177 59260
276 309 85145
322 231 20608
324 277 4437
309 183 30374
45 105 88638
204 23 53426
48 265 46347
12 306 76836
223 116 50634
66 123 54808
17 250 95961
162 82 39376
58 274 12253
62 228 23595
212 145 55329
270 152 41161
123 260 17814
131 235 25765
178 43 95288
161 257 6193
188 239 8986
148 149 97966
23 94 96462
7 81 58283
29 68 2845
24 149 41620
38 195 53024
279 300 24368
231 9 38527
328 323 23042
33 52 70049
180 166 28694
220 13 31169
1 49 86730
274 137 92218
153 120 84024
252 41 47512
166 106 7074
297 49 23550
276 253 78281
52 19 56494
57 262 3081
2 66 5087
154 296 15706
10 289 83674
104 2 2327
84 217 5255
61 168 94959
179 67 24911
111 200 79027
7 318 68869
206 39 34706
25 170 18218
113 84 26161
54 218 34611
143 142 48468
257 219 10174
220 128 41231
181 55 98354
210 213 61224
32 321 39372
113 287 13175
320 240 21036
258 69 60788
160 18 95331
158 142 95899
142 132 45347
115 97 91568
133 328 95258
136 194 12572
2 217 54990
90 99 45130
226 236 62102
244 162 9713
113 309 79746
276 186 38310
46 72 44267
121 17 2494
160 38 48639
218 27 45231
214 131 8172
272 239 58552
199 190 22035
42 261 48640
39 252 32574
84 210 38219
57 86 95771
328 211 62066
137 121 90303
265 194 86162
318 179 7855
235 282 40090
241 97 73992
126 17 62628
13 50 20291
195 286 68509
317 123 47354
245 317 8510
137 84 1936
79 154 99415
180 200 20537
62 106 46917
194 59 92110
189 47 48534
277 311 96224
262 162 91649
107 210 96146
71 65 7323
51 205 4546
28 196 91356
97 150 11722
145 4 65027
4 259 69781
137 44 18408
118 82 75554
322 55 43369
184 17 88712
294 319 66134
130 188 58229
124 89 12596
219 61 33396
51 213 97839
26 137 84051
110 106 41055
1 190 84380
62 210 82176
179 27 21277
106 13 19411
310 213 41132
229 163 42150
283 71 81401
197 141 89574
143 246 96835
5 259 88479
227 113 97992
125 239 70276
186 138 35226
241 83 73082
292 81 97434
245 141 89799
83 204 69958
74 242 67302
55 320 31160
33 325 58824
254 285 36013
23 316 99186
153 228 4566
88 147 16013
149 296 57305
1 76 15249
126 101 65461
302 25 72997
274 63 48023
183 231 63826
58 270 27431
324 81 64362
153 160 85258
73 57 24375
312 8 57757
86 256 81878
133 249 73491
83 164 30545
268 80 85241
100 53 3642
114 6 3857
288 6 88660
42 237 16947
268 39 32970
67 317 69608
159 231 97915
251 155 40857
122 222 87151
182 256 4916
20 271 88766
71 223 7670
129 277 49895
298 224 59359
6 160 37948
55 242 80542
245 246 89100
135 224 14811
325 54 48549
199 121 6905
223 295 99350
225 188 52008
120 224 88686
309 247 78924
22 95 76219
227 96 13691
123 221 47434
144 109 55153
253 30 66179
47 146 54379
3 268 42560
11 118 5265
282 131 10452
96 317 22134
115 187 89537
299 144 26043
283 59 63871
128 102 41542
104 246 9353
246 328 47391
246 212 5010
312 28 50475
124 121 8579
287 128 75080
251 53 92301
318 58 98220
16 136 33268
111 139 28366
104 203 26337
165 305 68664
259 328 17530
26 192 38289
148 232 9462
75 175 5554
116 142 26501
102 152 91694
320 49 13403
295 31 1273
102 24 32595
2 42 54644
183 102 4728
76 180 74969
109 224 20246
308 145 72110
195 186 21750
185 273 92982
189 262 36246
25 41 18207
158 91 29159
95 304 97768
175 90 9159
263 13 26116
153 54 70917
18 234 6406
95 269 29963
95 101 68659
66 320 98497
21 231 23965
20 128 78676
232 62 62922
107 179 66912
269 104 17030
217 153 60864
18 187 42306
96 21 56232
163 78 84499
84 39 81843
120 147 87993
221 102 94274
36 105 93867
199 154 40768
310 31 91753
43 273 66958
229 106 92601
55 40 2812
145 156 47148
2 256 46123
178 7 4641
243 16 3620
68 169 36952
90 164 56588
62 77 11075
255 107 98273
186 162 52842
272 118 20052
167 81 3289
17 276 12402
302 316 72097
168 295 11088
297 210 61916
273 170 63062
139 302 61149
36 18 70433
325 171 25717
207 313 21794
73 100 82781
129 214 8633
221 53 88239
38 327 63844
109 97 34461
214 180 60729
279 14 4230
77 169 17618
65 253 83139
50 34 49352
26 125 83845
244 107 8222
60 23 42336
216 21 30182
121 293 30786
134 8 74765
267 212 53619
225 67 42091
213 290 66244
227 123 27110
113 294 79606
116 256 26696
44 296 29707
136 243 81032
43 140 29098
62 183 75834
215 293 94434
221 141 62648
239 198 33394
118 204 41659
178 112 58502
83 126 88225
157 52 87758
141 152 2007
295 41 54467
29 150 13016
59 48 58443
203 113 67426
315 84 66282
133 27 37228
239 263 27660
294 326 84182
5 280 60576
300 277 42907
88 294 24488
34 172 32859
113 36 98649
317 111 25904
121 207 33721
22 43 66785
116 22 56405
268 270 27758
250 278 61802
179 189 47720
38 258 31058
12 50 82951
41 109 96338
44 55 35271
256 210 44116
135 3 93489
263 181 32866
210 173 48388
108 8 885
284 295 31169
154 142 12978
300 198 95918
102 10 80080
299 321 35849
211 318 44408
36 160 65022
45 92 36822
257 270 91998
69 18 1684
169 85 62780
307 48 82452
119 114 78519
307 101 3145
38 312 65597
22 187 76624
138 305 81251
105 68 18539
89 255 96642
185 77 28238
224 252 79548
104 236 14651
233 5 74958
307 99 70726
67 249 78814
149 78 31937
63 93 55064
104 132 10419
41 194 30451
108 227 27288
40 273 16873
152 55 55759
23 76 14992
11 124 8798
309 147 55297
172 96 49467
19 316 3645
75 183 17403
137 105 67637
213 43 45786
240 105 44498
276 133 21826
103 1 91727
124 315 86955
37 110 47470
101 323 29991
283 206 46263
168 309 41034
166 38 28966
290 58 63240
282 48 83761
218 63 95652
264 295 53666
1 300 17984
211 89 93960
88 19 57944
28 323 81479
251 216 15279
111 259 62165
249 136 34415
99 266 3920
175 49 56264
10 218 57960
300 317 82206
321 83 39856
228 115 87659
64 162 89270
154 31 56165
162 325 16512
129 328 69788
110 224 27256
162 228 54420
130 207 89787
273 115 40839
227 211 70611
150 162 16986
294 135 66078
252 119 51702
180 193 22870
223 281 66621
88 7 33119
62 208 94658
65 246 72650
106 20 27818
225 278 95276
301 168 524
82 241 36415
238 206 2910
315 257 2970
293 255 88125
71 302 74439
322 17 25744
30 59 23736
28 66 46005
107 287 44153
112 16 15424
89 161 60651
119 285 69754
182 170 70687
58 122 70061
195 243 40753
122 161 98042
248 70 70890
230 55 10744
140 162 52615
182 175 41146
75 94 75383
248 215 63093
303 58 39756
8 198 66440
289 200 20726
212 245 95958
50 112 12414
292 9 18672
326 168 84591
297 121 6800
194 57 18407
86 29 46641
206 9 19335
297 282 17457
84 140 66898
77 232 8167
188 300 64537
296 142 71184
160 307 77311
36 315 95624
26 123 98341
3 106 53383
199 307 60729
198 44 39491
142 238 35390
78 298 26450
58 188 1816
135 158 25596
71 203 56744
303 68 17346
301 73 17901
223 6 47661
325 57 52920
24 32 45410
28 51 20132
18 109 17842
306 203 30226
131 55 54806
262 194 83833
305 21 13359
275 140 82607
8 171 20005
67 54 92797
9 113 61985
233 163 46627
273 33 66819
50 243 15924
31 283 27686
176 105 51987
203 103 99601
241 51 61167
173 164 10427
53 241 50627
132 214 44099
290 12 55603
270 213 8751
9 97 31403
213 163 19077
132 123 52033
96 131 85819
79 296 8369
163 215 63253
181 96 31981
312 142 45968
316 71 74014
54 170 12903
319 307 72894
230 104 14733
213 234 72751
311 65 28484
99 106 26485
69 82 42172
283 268 26367
77 59 60539
259 286 2201
271 44 43236
8 117 13779
26 43 48290
217 38 41807
190 261 46860
288 170 32617
99 162 5830
204 255 19866
201 234 59771
48 234 70623
292 139 25034
274 161 90556
301 210 43642
287 318 9068
291 59 6270
62 281 24121
244 168 75925
4 274 73479
298 13 79093
249 30 82621
24 118 41702
80 21 8825
239 150 76069
94 275 70394
156 65 549
109 81 58391
272 139 76634
308 161 19522
292 258 80120
269 172 15510
42 162 58363
260 122 39107
102 156 2558
224 118 82880
71 295 20222
93 154 43055
258 298 21560
173 222 53192
31 99 72059
159 284 67550
123 266 6990
201 156 47116
239 28 18852
196 297 71363
267 324 86626
323 75 420
200 287 24218
127 150 62189
43 264 65055
73 265 4539
78 183 21731
52 133 23524
74 5 69577
326 70 13224
78 12 53286
225 240 18937
202 218 61971
321 316 42018
124 301 65072
162 225 38836
301 275 85793
174 124 70215
200 255 47181
236 58 40296
257 255 88661
299 268 83112
26 1 10746
292 21 35371
299 197 61498
138 85 85091
153 280 39058
154 20 22389
321 188 63918
190 307 81220
156 233 5409
326 28 4942
188 112 81408
1 18 29294
219 106 58993
160 1 28626
124 92 48960
171 32 83711
275 293 80131
262 204 36268
40 83 70353
245 47 54626
251 297 80253
84 8 32883
122 203 74331
309 243 8974
74 26 60792
319 195 71717
239 123 31576
238 227 88812
2 253 123
143 250 25072
235 62 61874
158 266 71807
279 207 6973
264 285 60812
44 47 97759
20 81 31198
60 249 96390
211 206 7471
98 68 8161
8 93 69259
12 143 24754
47 195 58216
96 276 67244
116 2 44268
182 324 75693
193 156 69851
268 190 85095
90 21 46581
285 95 91019
34 327 76461
7 302 88959
4 183 60426
215 141 38384
63 194 45329
279 116 65403
196 194 28155
1 232 70828
247 284 79423
281 243 35292
74 183 99587
271 322 33127
204 153 67979
49 198 19741
168 293 38391
14 103 70054
265 280 22725
248 237 73983
303 114 57881
145 97 99647
248 99 55429
92 204 66637
200 47 47464
109 167 37183
181 270 64808
241 78 22127
117 316 67359
64 147 33727
240 200 99638
201 169 72805
16 33 51957
262 312 33126
278 31 13482
39 270 78060
299 175 9132
260 210 21333
82 160 73748
25 276 22324
299 216 73705
146 276 65111
124 108 1701
168 44 39188
87 71 78259
314 47 84387
250 147 39896
34 204 19605
41 154 65400
44 73 7724
65 93 13256
237 27 98944
268 139 54990
236 100 12332
64 110 96055
247 184 22640
49 275 16343
304 121 38977
46 8 97601
113 206 2629
302 261 19874
113 229 7216
221 314 66675
194 33 72058
286 90 8178
31 322 39228
283 173 18486
319 142 47733
282 163 63027
292 193 72070
27 265 19702
173 98 29493
326 7 71846
154 126 19010
84 15 39192
290 111 9203
244 33 24948
17 10 69748
263 310 5936
96 220 87385
176 111 17239
213 193 67192
296 133 24954
104 263 7247
325 209 46166
326 181 67991
77 45 86613
172 168 48207
49 282 70757
211 324 13055
221 186 2120
75 77 65620
70 328 54272
46 24 52111
50 207 47133
134 170 94326
317 77 61705
248 74 59385
230 164 6009
133 326 44598
268 8 96565
311 149 85310
35 271 13345
75 115 34796
273 95 77522
166 306 91873
103 260 50703
243 105 67253
117 234 39160
47 1 94243
291 287 49128
189 28 35047
279 48 23161
49 306 22735
282 319 91566
198 256 79024
217 260 74656
94 289 59753
189 217 84744
322 9 6272
134 109 54689
105 107 88128
169 271 55779
154 25 81864
44 122 76820
69 196 14400
205 212 21041
110 114 87936
236 153 56427
227 229 22822
298 170 7430
242 221 802
271 101 22667
91 72 7450
292 256 3198
180 152 15983
75 302 47415
130 328 99332
324 285 44895
72 36 57526
234 68 52047
88 215 57792
301 261 49883
262 207 88584
105 170 81093
143 87 32568
319 193 7390
220 221 84755
116 1 35730
13 201 65758
167 168 96131
312 79 90669
55 170 63098
61 202 3808
185 254 6053
206 223 73410
188 87 73967
118 157 33811
267 21 80607
111 123 90464
21 173 31809
70 87 33574
44 163 52064
239 22 53879
156 73 12180
107 196 11131
244 116 79282
272 227 90897
220 231 35026
160 129 4502
40 190 53339
321 71 81777
50 241 53193
86 146 70863
116 23 19533
6 240 14354
106 208 79955
120 262 69013
225 130 84818
309 123 71034
136 122 78139
3 65 97838
70 311 37494
274 89 91657
204 91 25134
207 149 87793
148 324 33820
263 317 48280
22 210 43770
206 195 32164
17 296 27712
37 238 78482
70 115 15506
159 150 45459
261 234 28547
248 254 31272
121 188 72242
129 236 2672
213 139 76828
228 8 55169
72 76 18557
100 233 1940
153 58 59367
72 67 91040
324 177 31183
89 167 15262
256 322 65594
250 314 39075
136 310 31569
43 257 39073
204 67 56723
224 104 63559
113 157 10892
91 173 54104
181 159 18592
328 183 2821
187 270 94867
144 238 42291
265 129 78747
32 268 19928
19 158 61701
244 246 23344
151 6 39042
110 98 52197
137 302 57687
87 323 83497
210 300 63132
196 242 22163
86 254 89456
144 22 84430
240 116 2996
261 283 82978
159 105 43177
75 291 86679
266 2 64286
3 98 68547
44 40 24715
79 276 36786
66 141 5229
28 79 9171
150 72 41948
34 75 11584
323 327 66338
242 318 41099
270 4 87260
89 138 50443
162 276 590
80 212 31294
177 192 6715
77 254 13298
315 214 58078
105 259 4366
86 210 67863
184 223 58404
29 300 59650
258 241 60632
298 68 73905
9 196 49642
137 296 53931
57 126 21042
47 212 26340
241 213 12731
114 65 19855
226 141 57292
158 225 33243
276 94 3387
185 81 34596
232 226 7775
292 285 84363
317 219 14178
132 45 25536
158 61 90988
316 181 69281
109 233 99614
200 102 6330
226 156 87459
253 147 17375
204 175 93201
127 184 95747
191 38 87212
288 321 17637
296 178 77218
295 19 26925
241 48 60640
8 89 27
126 102 77939
119 74 37603
96 41 89223
275 279 67486
38 8 14052
229 29 55242
100 92 35058
290 51 37493
119 170 33526
207 199 54104
62 3 44643
22 298 94365
292 16 17299
224 79 49692
142 136 99104
307 18 87006
204 287 54575
5 113 87025
100 277 91866
68 287 10965
93 81 29406
151 265 51029
323 112 40839
115 1 32412
207 94 21840
80 31 26471
312 47 55825
307 200 73242
224 88 63944
164 69 12563
147 30 76257
160 229 38551
137 2 20200
125 287 77716
29 324 80859
195 292 28676
4 193 37966
149 95 26144
116 187 40118
174 221 27169
289 300 39275
57 152 86102
137 144 89292
137 31 47653
213 98 10507
91 73 21129
208 130 50140
221 176 51875
245 261 14893
48 45 33365
204 273 8334
171 64 61902
205 288 47515
208 39 78937
58 263 34851
151 116 89134
54 144 67930
281 125 30163
37 182 37534
196 328 53691
163 6 8041
158 171 45395
59 295 10357
250 1 32372
114 309 79470
200 325 72159
293 191 80062
82 134 94676
275 148 86130
211 321 98206
151 16 31851
271 104 36203
43 311 22484
61 321 71049
188 113 58233
322 36 86168
47 215 11855
9 45 85868
325 189 28747
45 290 63188
225 200 69795
310 134 34221
192 166 43264
282 145 9512
299 3 27596
310 12 13846
286 191 84602
138 204 61629
121 151 44445
91 131 47160
165 3 80931
232 112 37618
36 255 86284
197 133 93607
167 153 77810
136 187 52970
144 39 24366
129 141 40838
92 62 82590
4 48 16222
46 200 33089
240 257 22725
259 93 56924
53 303 78302
52 23 83092
307 231 89647
103 169 24500
244 21 56674
183 156 7066
268 148 66418
324 257 18165
310 214 97088
46 11 59880
215 267 18813
113 169 25304
310 279 92840
269 98 30377
68 262 23457
55 69 11122
214 192 13712
261 81 34965
58 232 16134
195 205 1375
43 289 30049
90 143 43278
241 23 55466
235 203 53106
86 296 22148
186 257 51900
182 328 1284
208 175 45454
159 328 73363
158 238 44403
76 269 98580
255 163 45540
139 164 87571
257 280 61511
235 94 40595
190 197 44373
57 168 51262
151 201 4648
74 298 61275
101 40 87930
250 26 92765
76 9 51566
259 278 89989
179 6 96897
239 90 17347
206 241 6608
295 268 16097
190 249 74727
312 160 10858
216 272 47519
84 316 19343
265 67 17103
76 137 23680
62 195 71146
87 129 79575
325 275 57292
302 62 77946
173 158 47597
128 45 21505
23 194 29211
292 254 67282
209 40 80869
15 56 90119
283 104 76876
244 198 48777
28 142 87911
74 322 34827
218 221 43786
241 315 7661
225 134 10295
213 59 6008
318 204 81597
181 190 65905
127 134 68791
46 52 81504
232 207 39214
126 219 77352
86 148 11228
56 68 60226
98 36 13524
256 22 21814
303 117 12748
53 220 22714
19 284 92241
156 131 71318
297 23 16366
51 270 60970
272 305 40304
312 14 19278
123 208 62106
56 289 81478
298 15 87244
133 80 90146
20 107 15546
178 261 68990
244 134 29758
320 76 9725
237 327 97506
65 136 64482
37 249 84995
309 286 96724
180 204 49517
59 70 33344
134 19 65968
147 311 41423
61 302 27630
170 31 96709
281 195 93836
144 61 63371
40 211 74989
150 178 97228
149 99 12433
38 24 88919
238 89 73116
208 307 6251
156 287 54378
68 10 36019
263 213 4476
199 140 20118
101 93 72025
148 83 22233
93 240 43150
202 19 7606
215 95 47890
243 311 17907
116 24 50933
93 169 71025
223 77 29724
32 37 40216
169 147 66955
219 267 20614
98 111 55688
244 270 27500
235 270 35294
277 24 33217
33 233 739
68 15 38259
289 79 41499
72 312 11594
270 286 25338
18 298 80405
40 176 44512
19 142 3387
154 222 65745
89 205 77619
119 273 9958
24 283 19146
164 41 553
275 165 5049
233 318 90054
196 41 22459
117 91 68557
197 60 24288
311 213 6477
91 118 86907
247 26 19314
11 240 23833
175 158 75324
181 149 5043
31 199 14314
118 98 61922
42 322 54339
219 39 19321
8 106 71568
72 233 66381
91 162 23584
172 316 27994
237 168 50918
66 9 12037
128 314 26416
19 328 46480
144 253 92417
311 3 62599
257 196 3259
145 276 53509
207 82 5156
52 300 4594
286 168 93820
291 245 8123
58 210 79849
3 324 18291
284 280 48303
291 29 94853
230 22 96398
237 49 12029
154 73 39869
48 51 69319
50 141 38000
33 280 10853
101 16 82445
51 283 67570
153 295 75612
198 292 43681
280 140 43923
170 101 67020
131 12 61871
83 240 113
319 109 29742
208 30 43796
265 247 51751
161 1 38742
12 223 89716
114 54 39764
172 237 53845
276 277 18629
